"PORT_AREA_CODE","LANDING_YEAR","PACFIN_SPECIES_CODE","PACFIN_SPECIES_COMMON_NAME","LANDINGS_MTONS"
"CLO",2011,"ARRA","AURORA ROCKFISH",0.323726391422039
"CLO",2011,"ARTH","ARROWTOOTH FLOUNDER",72.6650441425662
"CLO",2011,"BCAC","BOCACCIO",0.000589097393911344
"CLO",2011,"BLGL","BLACKGILL ROCKFISH",0.00481447906943819
"CLO",2011,"CMCK","CHUB MACKEREL",1.54130687455253
"CLO",2011,"CNR1","NOM. CANARY ROCKFISH",0.00362873896304303
"CLO",2011,"DBR1","NOM. DARKBLOTCHED ROCKFISH",0.0183518483539827
"CLO",2011,"DBRK","DARKBLOTCHED ROCKFISH",2.07547771634948
"CLO",2011,"DCRB","DUNGENESS CRAB",48.028174545356
"CLO",2011,"DOVR","DOVER SOLE",95.0629817995789
"CLO",2011,"DSOL","DEEPSEA SOLE",0.00226796185190189
"CLO",2011,"DSRK","SPINY DOGFISH",1.5558218304047
"CLO",2011,"EGLS","ENGLISH SOLE",1.30090291825092
"CLO",2011,"FSOL","FLATHEAD SOLE",0.206838120893452
"CLO",2011,"GRDR","UNSP. GRENADIERS",0.165107622818458
"CLO",2011,"GSRK","GREENSTRIPED ROCKFISH",0.00272181897507701
"CLO",2011,"JMCK","JACK MACKEREL",0.000453592370380378
"CLO",2011,"LCOD","LINGCOD",0.658162529421929
"CLO",2011,"LSKT","LONGNOSE SKATE",15.4929010027122
"CLO",2011,"LSP1","NOM. LONGSPINE THORNYHEAD",0.293162645677653
"CLO",2011,"LSPN","LONGSPINE THORNYHEAD",1.99513541011386
"CLO",2011,"NANC","NORTHERN ANCHOVY",21.2471738133577
"CLO",2011,"NUSF","NOR. UNSP. SHELF ROCKFISH",0.00377325349224622
"CLO",2011,"NUSP","NOR. UNSP. SLOPE ROCKFISH",0.0240660689583236
"CLO",2011,"PCOD","PACIFIC COD",0.948008054094991
"CLO",2011,"PDAB","PACIFIC SANDDAB",0.513920155640969
"CLO",2011,"POP","PACIFIC OCEAN PERCH",1.06366852454322
"CLO",2011,"POP2","NOM. POP",0.0121290599839713
"CLO",2011,"PSDN","PACIFIC SARDINE",10640.717729731
"CLO",2011,"PTRL","PETRALE SOLE",9.17209132146164
"CLO",2011,"PWHT","PACIFIC WHITING",0.0807157644059735
"CLO",2011,"QLB1","NOM. QUILLBACK ROCKFISH",0.00362873896304303
"CLO",2011,"RDBD","REDBANDED ROCKFISH",0.100225473990646
"CLO",2011,"REDS","REDSTRIPE ROCKFISH",0.000421222013951758
"CLO",2011,"REX","REX SOLE",4.27057216713126
"CLO",2011,"REYE","ROUGHEYE ROCKFISH",1.49701806225684
"CLO",2011,"RSOL","ROCK SOLE",0.0104326245187487
"CLO",2011,"RSTN","ROSETHORN ROCKFISH",0.000234115914133186
"CLO",2011,"SABL","SABLEFISH",28.5282385427035
"CLO",2011,"SHRP","SHARPCHIN ROCKFISH",0.0182111920633383
"CLO",2011,"SLGR","SILVERGRAY ROCKFISH",0.000310693745852975
"CLO",2011,"SNOS","SPLITNOSE ROCKFISH",0.132949521111237
"CLO",2011,"SQID","UNSP. SQUID",0.448149261935814
"CLO",2011,"SRKR","SHORTRAKER ROCKFISH",0.41298873581366
"CLO",2011,"SSP1","NOM. SHORTSPINE THORNYHEAD",0.518871297800619
"CLO",2011,"SSPN","SHORTSPINE THORNYHEAD",8.31536894858676
"CLO",2011,"USKT","UNSP. SKATE",0.109315761261671
"CLO",2011,"WDOW","WIDOW ROCKFISH",0.0233244454327517
"CLO",2011,"WDW1","NOM. WIDOW ROCKFISH",0.000715950197408389
"CLO",2011,"YEYE","YELLOWEYE ROCKFISH",0.00181436948152151
"CLO",2011,"YTR1","NOM. YELLOWTAIL ROCKFISH",0.00257640466376055
"CLO",2011,"YTRK","YELLOWTAIL ROCKFISH",0.0618337119302532
"CLO",2012,"ALBC","ALBACORE",4.34632209298478
"CLO",2012,"CMCK","CHUB MACKEREL",922.600984652875
"CLO",2012,"DCRB","DUNGENESS CRAB",14.4709573922452
"CLO",2012,"JMCK","JACK MACKEREL",25.1770981103333
"CLO",2012,"PSDN","PACIFIC SARDINE",41485.1091385427
"CLO",2013,"CMCK","CHUB MACKEREL",322.520051073412
"CLO",2013,"DCRB","DUNGENESS CRAB",8.97432504797579
"CLO",2013,"JMCK","JACK MACKEREL",36.9328515734815
"CLO",2013,"NANC","NORTHERN ANCHOVY",12.4234414323482
"CLO",2013,"PSDN","PACIFIC SARDINE",25864.9255807781
"CLO",2014,"CMCK","CHUB MACKEREL",1117.18938999184
"CLO",2014,"DCRB","DUNGENESS CRAB",53.1229240494683
"CLO",2014,"JMCK","JACK MACKEREL",560.363024851845
"CLO",2014,"PSDN","PACIFIC SARDINE",7611.67414675261
"CLO",2014,"PSHP","PACIFIC PINK SHRIMP",532.555998178046
"CLO",2015,"CHNK","CHINOOK SALMON",0.465385772010268
"CLO",2015,"DCRB","DUNGENESS CRAB",26.9842101139287
"CLO",2015,"NANC","NORTHERN ANCHOVY",326.813302859062
"CLO",2015,"PSHP","PACIFIC PINK SHRIMP",1018.81609107322
"CLW",2011,"ALBC","ALBACORE",33.999923306602
"CLW",2011,"ARRA","AURORA ROCKFISH",0.00182316917350689
"CLW",2011,"BANK","BANK ROCKFISH",0.00486178446268505
"CLW",2011,"BLGL","BLACKGILL ROCKFISH",0.0322093220652884
"CLW",2011,"CHUM","CHUM SALMON",1.02058283335585
"CLW",2011,"CMCK","CHUB MACKEREL",0.32386495245159
"CLW",2011,"DBRK","DARKBLOTCHED ROCKFISH",0.0154221405929329
"CLW",2011,"DCRB","DUNGENESS CRAB",67.3267155355596
"CLW",2011,"LCOD","LINGCOD",0.00498951607418416
"CLW",2011,"LSPN","LONGSPINE THORNYHEAD",0.000075523129668333
"CLW",2011,"NANC","NORTHERN ANCHOVY",39.0996623267886
"CLW",2011,"PINK","PINK SALMON",32.5824471491634
"CLW",2011,"PSDN","PACIFIC SARDINE",595.431611783063
"CLW",2011,"RDBD","REDBANDED ROCKFISH",0.067891347318209
"CLW",2011,"REYE","ROUGHEYE ROCKFISH",0.687334778412098
"CLW",2011,"RSTN","ROSETHORN ROCKFISH",0.0063502931853253
"CLW",2011,"SABL","SABLEFISH",2.38272072160813
"CLW",2011,"SOCK","SOCKEYE SALMON",1.25826523543517
"CLW",2011,"SRKR","SHORTRAKER ROCKFISH",0.0740553954762562
"CLW",2011,"SSPN","SHORTSPINE THORNYHEAD",0.0502732299825537
"CLW",2011,"YTRK","YELLOWTAIL ROCKFISH",0.00771107029646643
"CLW",2012,"ALBC","ALBACORE",47.7238140648307
"CLW",2012,"CHNK","CHINOOK SALMON",0.133809749262212
"CLW",2012,"CHUM","CHUM SALMON",0.0748427411127624
"CLW",2012,"CMCK","CHUB MACKEREL",153.070188493303
"CLW",2012,"COHO","COHO SALMON",0.21545637593068
"CLW",2012,"DCRB","DUNGENESS CRAB",17.3848347795688
"CLW",2012,"JMCK","JACK MACKEREL",6.42604311117882
"CLW",2012,"NANC","NORTHERN ANCHOVY",50.6708036951921
"CLW",2012,"PSDN","PACIFIC SARDINE",5083.79025885164
"CLW",2012,"UMCK","UNSP. MACKEREL",1.64699389685116
"CLW",2013,"CMCK","CHUB MACKEREL",52.1150418024832
"CLW",2013,"DCRB","DUNGENESS CRAB",43.841516966745
"CLW",2013,"NANC","NORTHERN ANCHOVY",28.1045832687682
"CLW",2013,"PINK","PINK SALMON",11.1692585282464
"CLW",2013,"PSDN","PACIFIC SARDINE",7893.11823354149
"CLW",2013,"UMCK","UNSP. MACKEREL",2.76283112798688
"CLW",2014,"ALBC","ALBACORE",0.211827636967637
"CLW",2014,"CMCK","CHUB MACKEREL",207.948515016144
"CLW",2014,"DCRB","DUNGENESS CRAB",54.5912025523896
"CLW",2014,"JMCK","JACK MACKEREL",15.7446447682733
"CLW",2014,"PSDN","PACIFIC SARDINE",2016.97513200695
"CLW",2015,"CHUM","CHUM SALMON",0.516188117492871
"CLW",2015,"COHO","COHO SALMON",0.101151098594824
"CLW",2015,"DCRB","DUNGENESS CRAB",20.5962687618618
"CWA",2011,"ALBC","ALBACORE",31.0774276642413
"CWA",2011,"CHNK","CHINOOK SALMON",0.771107029646643
"CWA",2011,"CHUM","CHUM SALMON",0.0943472130391187
"CWA",2011,"COHO","COHO SALMON",0.686285256385512
"CWA",2011,"DCRB","DUNGENESS CRAB",360.635871548846
"CWA",2011,"NANC","NORTHERN ANCHOVY",113.529634382505
"CWA",2011,"PINK","PINK SALMON",14.4101760146142
"CWA",2011,"PSDN","PACIFIC SARDINE",7392.63393750355
"CWA",2011,"SOCK","SOCKEYE SALMON",0.129273825558408
"CWA",2011,"WSTG","WHITE STURGEON",0.0662244860755352
"CWA",2012,"ALBC","ALBACORE",46.2528140076872
"CWA",2012,"CHNK","CHINOOK SALMON",0.454045962750759
"CWA",2012,"CHUM","CHUM SALMON",0.0172365100744544
"CWA",2012,"CMCK","CHUB MACKEREL",447.726513846619
"CWA",2012,"COHO","COHO SALMON",0.604185037346664
"CWA",2012,"DCRB","DUNGENESS CRAB",122.890420130045
"CWA",2012,"DSRK","SPINY DOGFISH",0.00226796185190189
"CWA",2012,"JMCK","JACK MACKEREL",7.56047762950015
"CWA",2012,"NANC","NORTHERN ANCHOVY",123.830717113843
"CWA",2012,"PSDN","PACIFIC SARDINE",29187.4479633163
"CWA",2012,"SHAD","UNSP. SHAD",0.00680388555570567
"CWA",2012,"UMCK","UNSP. MACKEREL",93.6223724312508
"CWA",2013,"ARTH","ARROWTOOTH FLOUNDER",0.0185972871855955
"CWA",2013,"CHNK","CHINOOK SALMON",0.116119646817377
"CWA",2013,"CMCK","CHUB MACKEREL",121.259755558527
"CWA",2013,"COHO","COHO SALMON",0.0811930342980877
"CWA",2013,"DCRB","DUNGENESS CRAB",429.636342931109
"CWA",2013,"DSRK","SPINY DOGFISH",0.00498951607418416
"CWA",2013,"JMCK","JACK MACKEREL",22.1901923513785
"CWA",2013,"MISC","MISC. FISH/ANIMALS",0.00544310844456454
"CWA",2013,"NANC","NORTHERN ANCHOVY",62.5957471124921
"CWA",2013,"PHRG","PACIFIC HERRING",0.453592370380378
"CWA",2013,"PINK","PINK SALMON",0.00453592370380378
"CWA",2013,"PSDN","PACIFIC SARDINE",21785.1216640424
"CWA",2013,"PSHP","PACIFIC PINK SHRIMP",117.02955311236
"CWA",2013,"REX","REX SOLE",0.0113398092595095
"CWA",2013,"SHAD","UNSP. SHAD",0.0217724337782581
"CWA",2013,"UMCK","UNSP. MACKEREL",0.487158205788527
"CWA",2014,"ALBC","ALBACORE",86.8289195000639
"CWA",2014,"CHNK","CHINOOK SALMON",0.00408233133342341
"CWA",2014,"CHUM","CHUM SALMON",0.33565835408148
"CWA",2014,"CMCK","CHUB MACKEREL",311.729542174433
"CWA",2014,"COHO","COHO SALMON",0.282134454376595
"CWA",2014,"DCRB","DUNGENESS CRAB",210.141634126933
"CWA",2014,"JMCK","JACK MACKEREL",115.281861709284
"CWA",2014,"NANC","NORTHERN ANCHOVY",112.168857271364
"CWA",2014,"PSDN","PACIFIC SARDINE",5089.06281656495
"CWA",2014,"PSHP","PACIFIC PINK SHRIMP",607.275815758436
"CWA",2015,"ALBC","ALBACORE",71.5188162226149
"CWA",2015,"CHNK","CHINOOK SALMON",0.136077711114113
"CWA",2015,"COHO","COHO SALMON",0.0217724337782582
"CWA",2015,"DCRB","DUNGENESS CRAB",105.110959988245
"CWA",2015,"NANC","NORTHERN ANCHOVY",112.636057412856
"CWA",2015,"PSHP","PACIFIC PINK SHRIMP",2139.94402361707
"LAA",2011,"ALBC","ALBACORE",4.50870816158096
"LAA",2011,"ARRA","AURORA ROCKFISH",0.000635083749616975
"LAA",2011,"ASRK","PACIFIC ANGEL SHARK",0.0730283716312408
"LAA",2011,"BCAC","BOCACCIO",0.0625503878754542
"LAA",2011,"BLGL","BLACKGILL ROCKFISH",0.0747973274446399
"LAA",2011,"BMOL","BIGMOUTH SOLE",0.0008391458852037
"LAA",2011,"BRW1","NOM. BROWN ROCKFISH",0.000907184740760757
"LAA",2011,"BSKT","BIG SKATE",0.00317514659266265
"LAA",2011,"BTNA","BLUEFIN TUNA",98.9371142349978
"LAA",2011,"BTRY","BAT RAY",2.54238523598202
"LAA",2011,"CBZ1","NOM. CABEZON",0.0158757329633132
"LAA",2011,"CHL1","NOM. CALIF HALIBUT",3.79980678960828
"LAA",2011,"CHN1","NOM. CHINA ROCKFISH",0.000453592370380378
"LAA",2011,"CLPR","CHILIPEPPER ROCKFISH",0.00830074037796092
"LAA",2011,"CMCK","CHUB MACKEREL",1317.0840322776
"LAA",2011,"COP1","NOM. COPPER ROCKFISH",0.000453592370380378
"LAA",2011,"CUDA","PACIFIC BARRACUDA",6.57228129138946
"LAA",2011,"DSRK","SPINY DOGFISH",0.0104326245187487
"LAA",2011,"FLAG","FLAG ROCKFISH",0.0512786174715018
"LAA",2011,"FRCK","FRECKLED ROCKFISH",0.00234809574801514
"LAA",2011,"GBAS","GIANT SEA BASS",0.384555611608485
"LAA",2011,"GPH1","NOM. GOPHER ROCKFISH",0.00181436948152151
"LAA",2011,"GSPT","GREENSPOTTED ROCKFISH",0.481432164567014
"LAA",2011,"GSRK","GREENSTRIPED ROCKFISH",0.0553609488049252
"LAA",2011,"HNYC","HONEYCOMB ROCKFISH",0.0329867499046163
"LAA",2011,"JMCK","JACK MACKEREL",71.8490314682519
"LAA",2011,"KLP1","NOM. KELP ROCKFISH",0.00181436948152151
"LAA",2011,"LOBS","CALIFORNIA SPINY LOBSTER",12.0229329770734
"LAA",2011,"LSP1","NOM. LONGSPINE THORNYHEAD",0.305313024503033
"LAA",2011,"LSPN","LONGSPINE THORNYHEAD",0.133401516128869
"LAA",2011,"LSRK","LEOPARD SHARK",0.588309304383351
"LAA",2011,"MAKO","SHORTFIN MAKO SHARK",0.255372504524153
"LAA",2011,"MISC","MISC. FISH/ANIMALS",0.00453592370380378
"LAA",2011,"MSC2","MISC. FISH",0.020411656667117
"LAA",2011,"MSQD","MARKET SQUID",50972.5811486049
"LAA",2011,"NANC","NORTHERN ANCHOVY",416.59238713608
"LAA",2011,"OCRB","OTHER CRAB",0.92351406609445
"LAA",2011,"OMSK","OTHER MOLLUSKS",1.63801276791762
"LAA",2011,"OSKT","OTHER SKATES",0.460849848306464
"LAA",2011,"OSRK","OTHER SHARK",0.020411656667117
"LAA",2011,"OWFS","OCEAN WHITEFISH",0.00816466266684681
"LAA",2011,"PBTR","PACIFIC BUTTERFISH",0.00272155422228227
"LAA",2011,"PDAB","PACIFIC SANDDAB",0.13337883651035
"LAA",2011,"PSDN","PACIFIC SARDINE",17578.1671876341
"LAA",2011,"RCRB","ROCK CRAB",2.74582141409762
"LAA",2011,"RSTN","ROSETHORN ROCKFISH",0.00365490217096657
"LAA",2011,"SABL","SABLEFISH",0.171095042107479
"LAA",2011,"SCR1","NOM. CALIFORNIA SCORPIONFISH",0.10750139178015
"LAA",2011,"SHP1","NOM. CALIFORNIA SHEEPHEAD",0.797415387128705
"LAA",2011,"SLNS","SLENDER SOLE",0.00256279689264913
"LAA",2011,"SPK1","NOM. SPECKLED ROCKFISH",0.00895844931501247
"LAA",2011,"SQID","UNSP. SQUID",2.50382988449969
"LAA",2011,"SQR1","NOM. SQUARESPOT",0.000362873896304303
"LAA",2011,"SSPN","SHORTSPINE THORNYHEAD",2.85468358298891
"LAA",2011,"SSRK","SOUPFIN SHARK",0.412769057046144
"LAA",2011,"STAR","STARRY ROCKFISH",0.0532590380479721
"LAA",2011,"STR1","NOM. STARRY ROCKFISH",0.000907184740760757
"LAA",2011,"SWRD","SWORDFISH",0.127913048447267
"LAA",2011,"TRE1","NOM. TREEFISH",0.00226796185190189
"LAA",2011,"TSRK","COMMON THRESHER SHARK",1.86925415833754
"LAA",2011,"UCRB","UNSP. CRAB",0.000907184740760757
"LAA",2011,"UFLT","UNSP. FLATFISH",0.0725747792608605
"LAA",2011,"UHAG","UNSP. HAGFISH",1.42382645062401
"LAA",2011,"UMCK","UNSP. MACKEREL",0.134263341632592
"LAA",2011,"USKT","UNSP. SKATE",2.51244813953692
"LAA",2011,"USRK","UNSP. SHARK",0.0063502931853253
"LAA",2011,"VRM1","NOM. VERMILLION ROCKFISH",0.000907184740760757
"LAA",2011,"VRML","VERMILION ROCKFISH",0.0720985072719611
"LAA",2011,"WBAS","WHITE SEABASS",31.3393772581359
"LAA",2011,"YLTL","YELLOWTAIL",0.0281227269635835
"LAA",2012,"ALBC","ALBACORE",18.3972529502578
"LAA",2012,"ASRK","PACIFIC ANGEL SHARK",0.129273825558408
"LAA",2012,"BCAC","BOCACCIO",0.13412147381487
"LAA",2012,"BMOL","BIGMOUTH SOLE",0.00108862168891291
"LAA",2012,"BTNA","BLUEFIN TUNA",38.0804402705439
"LAA",2012,"BTRY","BAT RAY",6.39134329484472
"LAA",2012,"CBZ1","NOM. CABEZON",0.00317514659266264
"LAA",2012,"CHL1","NOM. CALIF HALIBUT",4.03234091828378
"LAA",2012,"CLPR","CHILIPEPPER ROCKFISH",0.00646948138452829
"LAA",2012,"CMCK","CHUB MACKEREL",3442.01453398859
"LAA",2012,"CSKT","CALIFORNIA SKATE",0.0117934016298898
"LAA",2012,"CUDA","PACIFIC BARRACUDA",1.0306525839783
"LAA",2012,"DSRK","SPINY DOGFISH",0.0385553514823322
"LAA",2012,"EELS","UNSP. EELS",0.00544310844456454
"LAA",2012,"FLAG","FLAG ROCKFISH",0.0472643249936354
"LAA",2012,"GBAS","GIANT SEA BASS",0.119294793410039
"LAA",2012,"GSPT","GREENSPOTTED ROCKFISH",0.259454835857576
"LAA",2012,"GSRK","GREENSTRIPED ROCKFISH",0.0124964698039794
"LAA",2012,"HNYC","HONEYCOMB ROCKFISH",0.00326586506673872
"LAA",2012,"HTRB","HORNYHEAD TURBOT",0.000907184740760757
"LAA",2012,"JMCK","JACK MACKEREL",136.954051573688
"LAA",2012,"LCD1","NOM. LINGCOD",0.0530703073345043
"LAA",2012,"LOBS","CALIFORNIA SPINY LOBSTER",13.6065464120113
"LAA",2012,"LSPN","LONGSPINE THORNYHEAD",0.0897404155274429
"LAA",2012,"LSRK","LEOPARD SHARK",0.652410978165507
"LAA",2012,"MAKO","SHORTFIN MAKO SHARK",0.651812236236603
"LAA",2012,"MSC2","MISC. FISH",2.29835254071738
"LAA",2012,"MSHP","PLAINFIN MIDSHIPMAN",0.00272155422228227
"LAA",2012,"MSQD","MARKET SQUID",50865.4666257575
"LAA",2012,"NANC","NORTHERN ANCHOVY",130.185773019058
"LAA",2012,"OBAS","OTHER BASS",0.0312978735562461
"LAA",2012,"OCRB","OTHER CRAB",0.705336135941488
"LAA",2012,"OMSK","OTHER MOLLUSKS",1.0818178033572
"LAA",2012,"OSKT","OTHER SKATES",0.626184267310113
"LAA",2012,"OSRK","OTHER SHARK",0.0653173013347745
"LAA",2012,"PBNT","PACIFIC BONITO",0.0063502931853253
"LAA",2012,"PBTR","PACIFIC BUTTERFISH",1.50002996884791
"LAA",2012,"PDAB","PACIFIC SANDDAB",0.678392749140894
"LAA",2012,"PSDN","PACIFIC SARDINE",17741.8673133273
"LAA",2012,"PTRL","PETRALE SOLE",0.00537506958900749
"LAA",2012,"RCRB","ROCK CRAB",3.39786044651941
"LAA",2012,"SABL","SABLEFISH",0.0256279689264913
"LAA",2012,"SCR1","NOM. CALIFORNIA SCORPIONFISH",0.0174179470226065
"LAA",2012,"SLNS","SLENDER SOLE",0.0185292483300384
"LAA",2012,"SMLT","UNSP. SMELT",0.0226796185190189
"LAA",2012,"SPK1","NOM. SPECKLED ROCKFISH",0.00278959307783933
"LAA",2012,"SQR1","NOM. SQUARESPOT",0.000317514659266265
"LAA",2012,"SRFP","SURFPERCH SPP.",0.0662244860755353
"LAA",2012,"SSPN","SHORTSPINE THORNYHEAD",0.856453269086026
"LAA",2012,"SSRK","SOUPFIN SHARK",0.137438488225255
"LAA",2012,"STAR","STARRY ROCKFISH",0.0259001243487196
"LAA",2012,"TSRK","COMMON THRESHER SHARK",0.563815316382811
"LAA",2012,"UFLT","UNSP. FLATFISH",0.0979759520021617
"LAA",2012,"UMCK","UNSP. MACKEREL",0.158303737262752
"LAA",2012,"URCK","UNSP. ROCKFISH",0.000453592370380378
"LAA",2012,"USKT","UNSP. SKATE",10.5315076554916
"LAA",2012,"USLF","UNSP. SHELF ROCKFISH",0.00415037018898046
"LAA",2012,"VRML","VERMILION ROCKFISH",0.395963459723551
"LAA",2012,"WBAS","WHITE SEABASS",5.89896877679683
"LAA",2012,"WDW1","NOM. WIDOW ROCKFISH",0.000907184740760757
"LAA",2012,"YLTL","YELLOWTAIL",0.081646626668468
"LAA",2013,"ASRK","PACIFIC ANGEL SHARK",0.165107622818458
"LAA",2013,"BCAC","BOCACCIO",0.172210879338614
"LAA",2013,"BLGL","BLACKGILL ROCKFISH",0.129746907885759
"LAA",2013,"BTRY","BAT RAY",2.03780908317089
"LAA",2013,"CHL1","NOM. CALIF HALIBUT",0.494211567147942
"LAA",2013,"CLP1","NOM. CHILIPEPPER",0.0161887116988757
"LAA",2013,"CMCK","CHUB MACKEREL",8028.57520349673
"LAA",2013,"CUDA","PACIFIC BARRACUDA",4.47929269636179
"LAA",2013,"DRDO","DORADO/DOLPHINFISH",0.0181890540522532
"LAA",2013,"EGL1","NOM. ENGLISH SOLE",0.0217724337782581
"LAA",2013,"FLAG","FLAG ROCKFISH",0.06736300292519
"LAA",2013,"GBAS","GIANT SEA BASS",0.05987419289021
"LAA",2013,"GSPT","GREENSPOTTED ROCKFISH",0.347982458784715
"LAA",2013,"GSRK","GREENSTRIPED ROCKFISH",0.0226342592819809
"LAA",2013,"HNY1","NOM. HONEYCOMB ROCKFISH",0.023487012938296
"LAA",2013,"JMCK","JACK MACKEREL",890.411915486923
"LAA",2013,"LCD1","NOM. LINGCOD",0.0129954214113978
"LAA",2013,"LOBS","CALIFORNIA SPINY LOBSTER",10.1386966627422
"LAA",2013,"LSP1","NOM. LONGSPINE THORNYHEAD",0.00680388555570567
"LAA",2013,"MAKO","SHORTFIN MAKO SHARK",0.308170656436429
"LAA",2013,"MSC2","MISC. FISH",0.0128139844632457
"LAA",2013,"MSQD","MARKET SQUID",36233.2774667802
"LAA",2013,"MXRF","MEXICAN ROCKFISH",0.000438638337113678
"LAA",2013,"NANC","NORTHERN ANCHOVY",8.36029705619186
"LAA",2013,"OCRB","OTHER CRAB",0.374667297934192
"LAA",2013,"OMSK","OTHER MOLLUSKS",0.180983355781771
"LAA",2013,"OPAH","OPAH",0.0403697209638537
"LAA",2013,"OSKT","OTHER SKATES",0.159664514373893
"LAA",2013,"OSRK","OTHER SHARK",0.0312978735562461
"LAA",2013,"OWFS","OCEAN WHITEFISH",0.0108862168891291
"LAA",2013,"PDAB","PACIFIC SANDDAB",0.113915187897328
"LAA",2013,"PSDN","PACIFIC SARDINE",5987.25529269948
"LAA",2013,"PTR1","NOM. PETRALE SOLE",0.00229971331782852
"LAA",2013,"RCRB","ROCK CRAB",4.55724254521166
"LAA",2013,"ROSY","ROSY ROCKFISH",0.00861825503722719
"LAA",2013,"RURC","RED SEA URCHIN",0.00408233133342341
"LAA",2013,"SABL","SABLEFISH",0.214290643538803
"LAA",2013,"SCR1","NOM. CALIFORNIA SCORPIONFISH",0.00952543977798795
"LAA",2013,"SMLT","UNSP. SMELT",1.66105526033295
"LAA",2013,"SPK1","NOM. SPECKLED ROCKFISH",0.00847764140240927
"LAA",2013,"SQR1","NOM. SQUARESPOT",0.000689460402978175
"LAA",2013,"SSPN","SHORTSPINE THORNYHEAD",0.0748427411127624
"LAA",2013,"SSRK","SOUPFIN SHARK",0.0181436948152151
"LAA",2013,"STAR","STARRY ROCKFISH",0.0745070827586809
"LAA",2013,"TSRK","COMMON THRESHER SHARK",0.41866575786109
"LAA",2013,"UCRB","UNSP. CRAB",0.00317514659266265
"LAA",2013,"UHAG","UNSP. HAGFISH",3.69541704148895
"LAA",2013,"UMCK","UNSP. MACKEREL",1.14460859518896
"LAA",2013,"USKT","UNSP. SKATE",0.519363264085533
"LAA",2013,"VRML","VERMILION ROCKFISH",0.403833287349651
"LAA",2013,"WBAS","WHITE SEABASS",8.54736762158413
"LAA",2013,"WDOW","WIDOW ROCKFISH",0.0124193591010148
"LAA",2013,"YLTL","YELLOWTAIL",0.524579576344907
"LAA",2014,"ARRA","AURORA ROCKFISH",0.0374193747499516
"LAA",2014,"ASRK","PACIFIC ANGEL SHARK",0.063502931853253
"LAA",2014,"BCAC","BOCACCIO",0.161125081806518
"LAA",2014,"BLGL","BLACKGILL ROCKFISH",0.402361107952345
"LAA",2014,"BTNA","BLUEFIN TUNA",401.258697055372
"LAA",2014,"BTRY","BAT RAY",2.47525356516572
"LAA",2014,"CHL1","NOM. CALIF HALIBUT",0.415762766690655
"LAA",2014,"CLP1","NOM. CHILIPEPPER",0.00837785108092558
"LAA",2014,"CMCK","CHUB MACKEREL",5001.38658651702
"LAA",2014,"CUDA","PACIFIC BARRACUDA",1.5880268887017
"LAA",2014,"DOVR","DOVER SOLE",0.034699816334099
"LAA",2014,"DRDO","DORADO/DOLPHINFISH",0.0122469940002702
"LAA",2014,"EELS","UNSP. EELS",0.806487234536313
"LAA",2014,"EGL1","NOM. ENGLISH SOLE",0.0122469940002702
"LAA",2014,"FLAG","FLAG ROCKFISH",0.0277190297539449
"LAA",2014,"FRCK","FRECKLED ROCKFISH",0.00272844882631205
"LAA",2014,"GBAS","GIANT SEA BASS",0.278505715413552
"LAA",2014,"GSPT","GREENSPOTTED ROCKFISH",0.0369712935268713
"LAA",2014,"GSR1","NOM. GREENSTRIPED ROCKFISH",0.00776550138091208
"LAA",2014,"GSRK","GREENSTRIPED ROCKFISH",0.00135272584656688
