year,port,SDM_mean
1980,NPS,0.19478318219383559
1980,SPS,0.20975722796445542
1980,CWA,0.18205436546839573
1980,CLW,0.18370236075115812
1980,WA5,NaN
1980,CLO,0.18442230258981407
1980,TLA,0.1848381887046747
1980,NPA,0.18304807931576636
1980,CBA,0.18916307027576162
1980,BRA,0.19852947603011267
1980,OR1,NaN
1980,CCA,0.20175852092530885
1980,ERA,0.20756935854867772
1980,BGA,0.21022627666430224
1980,BDA,0.20616169547247704
1980,SFA,0.20516064891004956
1980,MNA,0.187107295928739
1980,MRA,0.16938223781047296
1980,SBA,0.1526344312285299
1980,LAA,0.13293316593587745
1980,SDA,0.10862503635095815
1980,CA2,NaN
1981,NPS,0.20938567994561744
1981,SPS,0.2151032267531412
1981,CWA,0.1812124264064033
1981,CLW,0.18358606703116706
1981,WA5,NaN
1981,CLO,0.18454709920017376
1981,TLA,0.18857476860237565
1981,NPA,0.19394804261457277
1981,CBA,0.2033764116167619
1981,BRA,0.21470879440318763
1981,OR1,NaN
1981,CCA,0.21820707586175858
1981,ERA,0.21900973316767888
1981,BGA,0.22265231627314774
1981,BDA,0.22801401911051328
1981,SFA,0.22836402357619295
1981,MNA,0.22687475981543306
1981,MRA,0.21372826089181376
1981,SBA,0.17581959566996352
1981,LAA,0.13854532395735586
1981,SDA,0.1131672480987075
1981,CA2,NaN
1982,NPS,0.18718782184366187
1982,SPS,0.19436302300736946
1982,CWA,0.1810198096860632
1982,CLW,0.17985373378626926
1982,WA5,NaN
1982,CLO,0.18000679017783752
1982,TLA,0.17867054215584222
1982,NPA,0.17305979519588047
1982,CBA,0.1731307207831378
1982,BRA,0.17533508601932957
1982,OR1,NaN
1982,CCA,0.17545847129938114
1982,ERA,0.17656966454257134
1982,BGA,0.18444585246246772
1982,BDA,0.21228964110956355
1982,SFA,0.22833959825142724
1982,MNA,0.2328573323960287
1982,MRA,0.21654200936591547
1982,SBA,0.1838804590293298
1982,LAA,0.15265361125252572
1982,SDA,0.13149068890635418
1982,CA2,NaN
1983,NPS,0.21335193416273715
1983,SPS,0.2107443529315547
1983,CWA,0.18076761502941963
1983,CLW,0.1802973081914382
1983,WA5,NaN
1983,CLO,0.17976430779542288
1983,TLA,0.17614196765233464
1983,NPA,0.17162116056377477
1983,CBA,0.17231408670118764
1983,BRA,0.1777637171344046
1983,OR1,NaN
1983,CCA,0.18072072377615592
1983,ERA,0.1840137999568156
1983,BGA,0.1883313248085538
1983,BDA,0.199399789116759
1983,SFA,0.1948165896354319
1983,MNA,0.17129206886678983
1983,MRA,0.15880316072954648
1983,SBA,0.1441963596834574
1983,LAA,0.1245003663328454
1983,SDA,0.10633128678752791
1983,CA2,NaN
1984,NPS,0.19637039217765606
1984,SPS,0.195413500459408
1984,CWA,0.17829625454509573
1984,CLW,0.17807043382007223
1984,WA5,NaN
1984,CLO,0.17795555360930654
1984,TLA,0.17542722111718895
1984,NPA,0.1733543934105472
1984,CBA,0.17141468538001636
1984,BRA,0.1768697847032963
1984,OR1,NaN
1984,CCA,0.18034451143800528
1984,ERA,0.18746940307456483
1984,BGA,0.2026082054439441
1984,BDA,0.21955389737640846
1984,SFA,0.22250069875532394
1984,MNA,0.21223697101085676
1984,MRA,0.1957279879118598
1984,SBA,0.1712549421404173
1984,LAA,0.1434965560819635
1984,SDA,0.12555353427284896
1984,CA2,NaN
1985,NPS,0.20512040205879092
1985,SPS,0.20786067850641304
1985,CWA,0.1838575740950987
1985,CLW,0.1805537056702676
1985,WA5,NaN
1985,CLO,0.18028795435758527
1985,TLA,0.17610385490474886
1985,NPA,0.17146984550967845
1985,CBA,0.17052876305256134
1985,BRA,0.17127244192756763
1985,OR1,NaN
1985,CCA,0.17232239784148282
1985,ERA,0.17440638045492063
1985,BGA,0.17693495214637678
1985,BDA,0.18400467335506154
1985,SFA,0.18721909223188346
1985,MNA,0.19374982074256758
1985,MRA,0.20006107502237785
1985,SBA,0.18647534141193706
1985,LAA,0.166965419511401
1985,SDA,0.1420727066683788
1985,CA2,NaN
1986,NPS,0.20225151548554116
1986,SPS,0.21764908870212524
1986,CWA,0.19945957003167858
1986,CLW,0.20061843252050063
1986,WA5,NaN
1986,CLO,0.20107161691546369
1986,TLA,0.19925254929746802
1986,NPA,0.1954000435076783
1986,CBA,0.19918598425460995
1986,BRA,0.21614167212213506
1986,OR1,NaN
1986,CCA,0.2246183386528793
1986,ERA,0.24014650055804515
1986,BGA,0.260621557464906
1986,BDA,0.2781121178996031
1986,SFA,0.2767653130444464
1986,MNA,0.25645433945785007
1986,MRA,0.22180655820439263
1986,SBA,0.18507576417705596
1986,LAA,0.14930339411117743
1986,SDA,0.12133399591451244
1986,CA2,NaN
1987,NPS,0.20768951520885762
1987,SPS,0.2252250356866246
1987,CWA,0.20198975669014763
1987,CLW,0.20252471182361606
1987,WA5,NaN
1987,CLO,0.20309010447562517
1987,TLA,0.20036525523679674
1987,NPA,0.19680835098935914
1987,CBA,0.20363446407419422
1987,BRA,0.22263675224255552
1987,OR1,NaN
1987,CCA,0.23091345926921372
1987,ERA,0.24256958260506578
1987,BGA,0.2568542275985008
1987,BDA,0.2713829330205954
1987,SFA,0.27708742999596575
1987,MNA,0.2604668110468869
1987,MRA,0.22590195274498506
1987,SBA,0.1928676583422724
1987,LAA,0.15915753238922367
1987,SDA,0.125382205866659
1987,CA2,NaN
1988,NPS,0.2248748719117746
1988,SPS,0.24076084886677454
1988,CWA,0.21076304100374613
1988,CLW,0.21483850402168728
1988,WA5,NaN
1988,CLO,0.21585012044204363
1988,TLA,0.21410698902995315
1988,NPA,0.20872767792229613
1988,CBA,0.20289268046350398
1988,BRA,0.20685398799586768
1988,OR1,NaN
1988,CCA,0.2105544456997528
1988,ERA,0.22282616549405218
1988,BGA,0.24646798666979408
1988,BDA,0.26925787514340876
1988,SFA,0.28179633381998875
1988,MNA,0.2766416926977027
1988,MRA,0.2626920593874195
1988,SBA,0.22665850120743056
1988,LAA,0.1811814633803376
1988,SDA,0.14156006038922847
1988,CA2,NaN
1989,NPS,0.24200874351878285
1989,SPS,0.25907230672136894
1989,CWA,0.22387602594191142
1989,CLW,0.22907979081374052
1989,WA5,NaN
1989,CLO,0.2307506865382489
1989,TLA,0.23035381573516067
1989,NPA,0.22659301235754323
1989,CBA,0.2230422344341597
1989,BRA,0.23224004285024846
1989,OR1,NaN
1989,CCA,0.23772210860141774
1989,ERA,0.2461048709502302
1989,BGA,0.2623482405269002
1989,BDA,0.270906859844827
1989,SFA,0.27773728083764915
1989,MNA,0.2675380455115355
1989,MRA,0.2603602762183722
1989,SBA,0.23576356869507273
1989,LAA,0.1962126650461221
1989,SDA,0.1593497153520501
1989,CA2,NaN
1990,NPS,0.21576015542999766
1990,SPS,0.22640420137088896
1990,CWA,0.2042653259755443
1990,CLW,0.2147379970160637
1990,WA5,NaN
1990,CLO,0.21676046683420563
1990,TLA,0.21933467321522634
1990,NPA,0.21783922697203442
1990,CBA,0.2065413170880017
1990,BRA,0.20494056850797274
1990,OR1,NaN
1990,CCA,0.207810462009886
1990,ERA,0.21356019367724402
1990,BGA,0.22531213491814464
1990,BDA,0.24507678039566122
1990,SFA,0.2579522308360285
1990,MNA,0.2582412185970361
1990,MRA,0.2514979801508273
1990,SBA,0.21911314622351633
1990,LAA,0.1776978659729222
1990,SDA,0.14137273556478996
1990,CA2,NaN
1991,NPS,0.21675672242131294
1991,SPS,0.22860257000380357
1991,CWA,0.2001652689407254
1991,CLW,0.20311585842385413
1991,WA5,NaN
1991,CLO,0.20418470603386266
1991,TLA,0.20321961112334472
1991,NPA,0.19915981145542425
1991,CBA,0.1962565558995034
1991,BRA,0.2010919845875206
1991,OR1,NaN
1991,CCA,0.20590177350744857
1991,ERA,0.21331998974931551
1991,BGA,0.22754729274405192
1991,BDA,0.24921448532089574
1991,SFA,0.25994144917112016
1991,MNA,0.27099106050344907
1991,MRA,0.2700502596972549
1991,SBA,0.2400310036412159
1991,LAA,0.19426050592036445
1991,SDA,0.1566068820780916
1991,CA2,NaN
1992,NPS,0.2251765261900644
1992,SPS,0.24591873184737842
1992,CWA,0.21416389298097
1992,CLW,0.21768715540934658
1992,WA5,NaN
1992,CLO,0.21907757214718446
1992,TLA,0.2210639310101151
1992,NPA,0.2244301223561839
1992,CBA,0.2409034558631357
1992,BRA,0.26414234063566977
1992,OR1,NaN
1992,CCA,0.2725493818531091
1992,ERA,0.27791803201602877
1992,BGA,0.2800814768581384
1992,BDA,0.2874341766798357
1992,SFA,0.2863756313050096
1992,MNA,0.25165642236266617
1992,MRA,0.21469975599813268
1992,SBA,0.18538173830449842
1992,LAA,0.15765095587834982
1992,SDA,0.13047922911428475
1992,CA2,NaN
1993,NPS,0.24569530288396071
1993,SPS,0.264414972642448
1993,CWA,0.23075362596014812
1993,CLW,0.2335483617226445
1993,WA5,NaN
1993,CLO,0.23502766484883345
1993,TLA,0.23333052021080197
1993,NPA,0.22970699354672588
1993,CBA,0.23023046711174622
1993,BRA,0.24546369892005923
1993,OR1,NaN
1993,CCA,0.2544397753494823
1993,ERA,0.2669226564578558
1993,BGA,0.29846467943311156
1993,BDA,0.3211679546969346
1993,SFA,0.331947822579158
1993,MNA,0.29912836122194775
1993,MRA,0.2562830708804448
1993,SBA,0.21461410451170643
1993,LAA,0.1727964132043679
1993,SDA,0.1392533599996938
1993,CA2,NaN
1994,NPS,0.3353796042341542
1994,SPS,0.3488544884520273
1994,CWA,0.2783529071554243
1994,CLW,0.2858676145576391
1994,WA5,NaN
1994,CLO,0.28792668917450365
1994,TLA,0.28620265617611357
1994,NPA,0.2818149501433739
1994,CBA,0.2857154865342363
1994,BRA,0.3077643790498922
1994,OR1,NaN
1994,CCA,0.3211158747231985
1994,ERA,0.35315256118009847
1994,BGA,0.41184877235940937
1994,BDA,0.4776864557201828
1994,SFA,0.5001709858657009
1994,MNA,0.4833507111450389
1994,MRA,0.43999291016429504
1994,SBA,0.37961954077358273
1994,LAA,0.30434837162167816
1994,SDA,0.2410503364046071
1994,CA2,NaN
1995,NPS,0.3628053089333713
1995,SPS,0.38204740176992
1995,CWA,0.314388159463062
1995,CLW,0.32676538257525495
1995,WA5,NaN
1995,CLO,0.32953792516554903
1995,TLA,0.33194185140717863
1995,NPA,0.3309094390816482
1995,CBA,0.33978829401346733
1995,BRA,0.37118216837572604
1995,OR1,NaN
1995,CCA,0.38824726134215326
1995,ERA,0.4123626505402892
1995,BGA,0.45293703058748275
1995,BDA,0.493156150628238
1995,SFA,0.5163069290779004
1995,MNA,0.4988369355074281
1995,MRA,0.45868165891215495
1995,SBA,0.39929659172159426
1995,LAA,0.3226073900759508
1995,SDA,0.2513578051710784
1995,CA2,NaN
1996,NPS,0.4475196586360942
1996,SPS,0.4748273458080179
1996,CWA,0.39230283757460843
1996,CLW,0.4073551749330111
1996,WA5,NaN
1996,CLO,0.4113985855035196
1996,TLA,0.4201207168237483
1996,NPA,0.4295719173349035
1996,CBA,0.44937061381832344
1996,BRA,0.4947834805818366
1996,OR1,NaN
1996,CCA,0.5153529878326869
1996,ERA,0.5473963509906488
1996,BGA,0.5969562301908075
1996,BDA,0.6352587137296206
1996,SFA,0.6516209632807992
1996,MNA,0.6117118622726603
1996,MRA,0.5683181946457667
1996,SBA,0.49864392114045786
1996,LAA,0.40981021065493933
1996,SDA,0.32413948676926135
1996,CA2,NaN
1997,NPS,0.46361892126968507
1997,SPS,0.46340932901150644
1997,CWA,0.38010484931542576
1997,CLW,0.38900944631116213
1997,WA5,NaN
1997,CLO,0.39082765345747994
1997,TLA,0.38743404303903867
1997,NPA,0.38097466132388147
1997,CBA,0.38337184643753486
1997,BRA,0.4134542376956339
1997,OR1,NaN
1997,CCA,0.42935413101652026
1997,ERA,0.4509739927978321
1997,BGA,0.4965809502242266
1997,BDA,0.5380350787701978
1997,SFA,0.5527251177970302
1997,MNA,0.5300448748058212
1997,MRA,0.508525756093734
1997,SBA,0.4604563088256275
1997,LAA,0.3892761455786267
1997,SDA,0.30794144490656156
1997,CA2,NaN
1998,NPS,0.45895621531709746
1998,SPS,0.4621286085674051
1998,CWA,0.35587447008845696
1998,CLW,0.37341111319191966
1998,WA5,NaN
1998,CLO,0.3769330566494143
1998,TLA,0.3815413697031924
1998,NPA,0.3806733760029765
1998,CBA,0.39730655738467197
1998,BRA,0.4414506200693004
1998,OR1,NaN
1998,CCA,0.4630106658112824
1998,ERA,0.48867304537121303
1998,BGA,0.5194234412684379
1998,BDA,0.5234499460324263
1998,SFA,0.524040613378448
1998,MNA,0.4652012579795687
1998,MRA,0.4279597094022626
1998,SBA,0.3914915901781163
1998,LAA,0.3507660975698691
1998,SDA,0.28625913490229027
1998,CA2,NaN
1999,NPS,0.4180923542026692
1999,SPS,0.4454481197252361
1999,CWA,0.3664818917634717
1999,CLW,0.3731515521425086
1999,WA5,NaN
1999,CLO,0.3750005734091628
1999,TLA,0.37232296256031144
1999,NPA,0.37135497992309463
1999,CBA,0.3690833135791729
1999,BRA,0.3892278876629323
1999,OR1,NaN
1999,CCA,0.39870363662854097
1999,ERA,0.4135569624699301
1999,BGA,0.4395342615840307
1999,BDA,0.4759584222249845
1999,SFA,0.5039252593587933
1999,MNA,0.5291268499767314
1999,MRA,0.55804364384379
1999,SBA,0.519975629438631
1999,LAA,0.44840616902033464
1999,SDA,0.35622848686737046
1999,CA2,NaN
2000,NPS,0.35507589147355667
2000,SPS,0.3798342644478556
2000,CWA,0.2937368271327831
2000,CLW,0.2997412575636523
2000,WA5,NaN
2000,CLO,0.30194744655654115
2000,TLA,0.29948295491114285
2000,NPA,0.2947671942903696
2000,CBA,0.30443932439698634
2000,BRA,0.32948070466776397
2000,OR1,NaN
2000,CCA,0.3449177724728301
2000,ERA,0.3657318204674949
2000,BGA,0.4118806642205228
2000,BDA,0.47160347762938254
2000,SFA,0.5011169438604925
2000,MNA,0.4973918729161574
2000,MRA,0.4839217087430596
2000,SBA,0.4189894424595901
2000,LAA,0.3277627898787006
2000,SDA,0.24221550649450319
2000,CA2,NaN
2001,NPS,0.3252506350918483
2001,SPS,0.3481010358789309
2001,CWA,0.2780287524845438
2001,CLW,0.27619428984791317
2001,WA5,NaN
2001,CLO,0.27648977779800266
2001,TLA,0.26795605307801496
2001,NPA,0.2555950319631091
2001,CBA,0.26346488779723887
2001,BRA,0.2987197793070716
2001,OR1,NaN
2001,CCA,0.3142681488508976
2001,ERA,0.34004241641930033
2001,BGA,0.3688990650621754
2001,BDA,0.43615342735135415
2001,SFA,0.47613785833655525
2001,MNA,0.49704268498219767
2001,MRA,0.4854074047613102
2001,SBA,0.4348666597887118
2001,LAA,0.33945708957814
2001,SDA,0.2502660618030674
2001,CA2,NaN
2002,NPS,0.27136249836998844
2002,SPS,0.2947308998161895
2002,CWA,0.24875552509637833
2002,CLW,0.24963209967956793
2002,WA5,NaN
2002,CLO,0.2507857937841202
2002,TLA,0.2487808276301063
2002,NPA,0.2428287177022405
2002,CBA,0.23166466428452157
2002,BRA,0.23609450374728533
2002,OR1,NaN
2002,CCA,0.24164556749808386
2002,ERA,0.26072350152605667
2002,BGA,0.28942524626278565
2002,BDA,0.31570930209387477
2002,SFA,0.3207292366755727
2002,MNA,0.31216061407137596
2002,MRA,0.31105648566106536
2002,SBA,0.2882016792322313
2002,LAA,0.23508576151275146
2002,SDA,0.18322048512168004
2002,CA2,NaN
2003,NPS,0.2871587066010656
2003,SPS,0.31061403846546803
2003,CWA,0.24145039123701623
2003,CLW,0.2447830393676249
2003,WA5,NaN
2003,CLO,0.2464898152973807
2003,TLA,0.2433620354915539
2003,NPA,0.2337759092300538
2003,CBA,0.23068179119252458
2003,BRA,0.24872928381842316
2003,OR1,NaN
2003,CCA,0.25828615328128895
2003,ERA,0.276951225623422
2003,BGA,0.3143727283290157
2003,BDA,0.33824426954036296
2003,SFA,0.3421950431414861
2003,MNA,0.31020114617471883
2003,MRA,0.3078287398770145
2003,SBA,0.29457386491292137
2003,LAA,0.24720685541533696
2003,SDA,0.1886800075575404
2003,CA2,NaN
2004,NPS,0.34804175661646924
2004,SPS,0.3486356922864841
2004,CWA,0.27023859302167264
2004,CLW,0.2784072846094184
2004,WA5,NaN
2004,CLO,0.2797871472357033
2004,TLA,0.27684655711081085
2004,NPA,0.26570183981429596
2004,CBA,0.2566783980660525
2004,BRA,0.27012334277650607
2004,OR1,NaN
2004,CCA,0.27818145601454297
2004,ERA,0.29964880490102264
2004,BGA,0.3405445671637295
2004,BDA,0.39419355454937755
2004,SFA,0.4195660031454746
2004,MNA,0.4241297409567627
2004,MRA,0.4181426666773612
2004,SBA,0.3687842804154659
2004,LAA,0.2957087724760861
2004,SDA,0.2153072093462951
2004,CA2,NaN
2005,NPS,0.38689544682023663
2005,SPS,0.38746232006028924
2005,CWA,0.2821446981954603
2005,CLW,0.294372860663011
2005,WA5,NaN
2005,CLO,0.2967654473891633
2005,TLA,0.3002148288336326
2005,NPA,0.3092134679289731
2005,CBA,0.3315100039498139
2005,BRA,0.36535085622304603
2005,OR1,NaN
2005,CCA,0.38190635525544
2005,ERA,0.40632599421610677
2005,BGA,0.44874149643692174
2005,BDA,0.5060010131755613
2005,SFA,0.5267892522402248
2005,MNA,0.49583244740884863
2005,MRA,0.4601590118297846
2005,SBA,0.40592052783881977
2005,LAA,0.32481130182752865
2005,SDA,0.24766777985119615
2005,CA2,NaN
2006,NPS,0.33421298284199585
2006,SPS,0.3608856509620157
2006,CWA,0.3161883659088383
2006,CLW,0.3223858421782881
2006,WA5,NaN
2006,CLO,0.3243184579145186
2006,TLA,0.3236449016333114
2006,NPA,0.32154105956173673
2006,CBA,0.3159421010643803
2006,BRA,0.33900663884280613
2006,OR1,NaN
2006,CCA,0.3552980142694363
2006,ERA,0.39472904127570985
2006,BGA,0.46722312107569897
2006,BDA,0.518066833467661
2006,SFA,0.5322189237351016
2006,MNA,0.5025925824312221
2006,MRA,0.4678940076422684
2006,SBA,0.4354146419863426
2006,LAA,0.35779064520858395
2006,SDA,0.26985442853529423
2006,CA2,NaN
2007,NPS,0.42687186057924736
2007,SPS,0.4312889391558011
2007,CWA,0.35587210081560977
2007,CLW,0.36390451285816927
2007,WA5,NaN
2007,CLO,0.36520290162380076
2007,TLA,0.362684040432093
2007,NPA,0.3567106853848004
2007,CBA,0.3546570372044314
2007,BRA,0.38139582439137387
2007,OR1,NaN
2007,CCA,0.39348590912799813
2007,ERA,0.4191895768707794
2007,BGA,0.4685619369076013
2007,BDA,0.516507788541036
2007,SFA,0.5372765764836954
2007,MNA,0.5704516440274947
2007,MRA,0.5970806190950733
2007,SBA,0.5778842867085222
2007,LAA,0.4917191346265962
2007,SDA,0.3891162354284115
2007,CA2,NaN
2008,NPS,0.32731147478655487
2008,SPS,0.35705100262994327
2008,CWA,0.314507523928157
2008,CLW,0.3253140610160476
2008,WA5,NaN
2008,CLO,0.3280470226531681
2008,TLA,0.33140408758095347
2008,NPA,0.3292528118978225
2008,CBA,0.3180801198245657
2008,BRA,0.3221417354474484
2008,OR1,NaN
2008,CCA,0.32687788646535954
2008,ERA,0.3351276446832005
2008,BGA,0.372849290643257
2008,BDA,0.41625616025082657
2008,SFA,0.4403034177668862
2008,MNA,0.4532463800223627
2008,MRA,0.47373664570516666
2008,SBA,0.4582418270272258
2008,LAA,0.400346002987508
2008,SDA,0.3258146180371916
2008,CA2,NaN
2009,NPS,0.33618723195396777
2009,SPS,0.3633825555595772
2009,CWA,0.311956864098739
2009,CLW,0.31648157469968224
2009,WA5,NaN
2009,CLO,0.3183319312075674
2009,TLA,0.3155426756081084
2009,NPA,0.30570633259603575
2009,CBA,0.3010784766718593
2009,BRA,0.31258050289642725
2009,OR1,NaN
2009,CCA,0.3226310642704541
2009,ERA,0.3396237860885264
2009,BGA,0.37389024237503427
2009,BDA,0.41124534735207313
2009,SFA,0.43252376544725024
2009,MNA,0.46924793611483656
2009,MRA,0.4959267154984938
2009,SBA,0.45787901674658926
2009,LAA,0.37662526308435607
2009,SDA,0.2844937344992714
2009,CA2,NaN
2010,NPS,0.2620317762900817
2010,SPS,0.2839757996477557
2010,CWA,0.24689589311098353
2010,CLW,0.2469153666143086
2010,WA5,NaN
2010,CLO,0.2479747220240976
2010,TLA,0.24308569238505526
2010,NPA,0.23424514687283393
2010,CBA,0.23575364959567957
2010,BRA,0.23959577595998857
2010,OR1,NaN
2010,CCA,0.241628984087743
2010,ERA,0.2513474805085893
2010,BGA,0.2903711698864235
2010,BDA,0.33898190773606113
2010,SFA,0.36503488902176
2010,MNA,0.37564300247019233
2010,MRA,0.3688431039120082
2010,SBA,0.3334078939742847
2010,LAA,0.27815911257390724
2010,SDA,0.21709385835430509
2010,CA2,NaN
2011,NPS,0.31204748511542374
2011,SPS,0.31897638882443863
2011,CWA,0.25853442841249613
2011,CLW,0.2650538857157078
2011,WA5,NaN
2011,CLO,0.26599268940437115
2011,TLA,0.2633594526015668
2011,NPA,0.2519825143379353
2011,CBA,0.2381022851595062
2011,BRA,0.23780221424400946
2011,OR1,NaN
2011,CCA,0.238780285412777
2011,ERA,0.24583235406115636
2011,BGA,0.26769682660074434
2011,BDA,0.30116523218402796
2011,SFA,0.31659526947929917
2011,MNA,0.35031652417803794
2011,MRA,0.35159024930976057
2011,SBA,0.3179357999421558
2011,LAA,0.2870701903248435
2011,SDA,0.24504687262813493
2011,CA2,NaN
2012,NPS,0.2969062226446342
2012,SPS,0.30635836638129943
2012,CWA,0.23928847654178248
2012,CLW,0.24351623714280968
2012,WA5,NaN
2012,CLO,0.24489878295982181
2012,TLA,0.24419099653445397
2012,NPA,0.24009224500930385
2012,CBA,0.2501958281953837
2012,BRA,0.26585120890476976
2012,OR1,NaN
2012,CCA,0.2685693738200999
2012,ERA,0.2608045418606109
2012,BGA,0.24454452074375424
2012,BDA,0.24519271142832588
2012,SFA,0.25668616744636386
2012,MNA,0.27072955152976774
2012,MRA,0.284341152132849
2012,SBA,0.2694587663574071
2012,LAA,0.2331841548319878
2012,SDA,0.18689790409590457
2012,CA2,NaN
2013,NPS,0.2744854973302715
2013,SPS,0.2748894806545205
2013,CWA,0.2277738679908705
2013,CLW,0.23216870292363012
2013,WA5,NaN
2013,CLO,0.2329753573114824
2013,TLA,0.2297110742176102
2013,NPA,0.22579403911202348
2013,CBA,0.2153635320518428
2013,BRA,0.21429144308012596
2013,OR1,NaN
2013,CCA,0.215877685128121
2013,ERA,0.21257409098332034
2013,BGA,0.21446927281400804
2013,BDA,0.23587479812595227
2013,SFA,0.24654568730102083
2013,MNA,0.26601912230819047
2013,MRA,0.282691370570384
2013,SBA,0.2548376911903514
2013,LAA,0.206163527831897
2013,SDA,0.16396395009191203
2013,CA2,NaN
2014,NPS,0.2606192828983657
2014,SPS,0.2582524932543626
2014,CWA,0.2125568149424996
2014,CLW,0.21488381321015265
2014,WA5,NaN
2014,CLO,0.2155237399584394
2014,TLA,0.2150440585964466
2014,NPA,0.2142713658154419
2014,CBA,0.21612705271197857
2014,BRA,0.22069453670234193
2014,OR1,NaN
2014,CCA,0.2228748196142211
2014,ERA,0.2287278655515509
2014,BGA,0.22921348003093375
2014,BDA,0.22518331890618593
2014,SFA,0.22187050607603193
2014,MNA,0.21577127179543143
2014,MRA,0.19840171158939088
2014,SBA,0.16989974168320365
2014,LAA,0.1361446198343714
2014,SDA,0.11024641787144633
2014,CA2,NaN
2015,NPS,0.23869217660366226
2015,SPS,0.23365395253877605
2015,CWA,0.2008328402287473
2015,CLW,0.20780075520611208
2015,WA5,NaN
2015,CLO,0.20953916561997327
2015,TLA,0.21925974916295354
2015,NPA,0.2319527931249385
2015,CBA,0.2539235488962491
2015,BRA,0.2577189370573494
2015,OR1,NaN
2015,CCA,0.2553849182241134
2015,ERA,0.2374989989934139
2015,BGA,0.21181309996058192
2015,BDA,0.20559386573148122
2015,SFA,0.20413589664390172
2015,MNA,0.17850749642329714
2015,MRA,0.15616549102313676
2015,SBA,0.1342552511427742
2015,LAA,0.11434619079227357
2015,SDA,0.09789662556385402
2015,CA2,NaN
2016,NPS,0.3075317049268285
2016,SPS,0.3039642953293422
2016,CWA,0.24881426172399826
2016,CLW,0.2523221668927526
2016,WA5,NaN
2016,CLO,0.25319438582686804
2016,TLA,0.2517715395231225
2016,NPA,0.252838682268828
2016,CBA,0.26830917547824423
2016,BRA,0.29546904309595146
2016,OR1,NaN
2016,CCA,0.29969353341608995
2016,ERA,0.29333564243941146
2016,BGA,0.27747590559833063
2016,BDA,0.28218679663198604
2016,SFA,0.2789540443577881
2016,MNA,0.2494569817278899
2016,MRA,0.231396431871669
2016,SBA,0.21201806883022978
2016,LAA,0.18060308130091499
2016,SDA,0.1466459995066078
2016,CA2,NaN
