"B_mean_avail_msqd","B_mean_avail_psdn","B_mean_avail_cmck","B_mean_avail_nanc","B_mean_avail_albc","B_mean_avail_dcrb","B_wind_max_220_mh","B_dist_to_cog","B_dist_port_to_catch_area_zero","B_dummy_prev_days","B_dummy_prev_year_days","B_unem_rate","B_d_d","c_psdn","c_dcrb","B_mean_price_part","B_mean_price_crab","asc_mna_msqd","asc_sba_msqd","asc_mra_msqd","asc_laa_msqd","asc_npa_msqd","asc_sfa_msqd","asc_cba_msqd","asc_laa_psdn","asc_clo_psdn","asc_cwa_psdn","asc_clw_psdn","asc_sba_cmck","asc_laa_cmck","asc_laa_nanc","asc_cwa_albc","asc_cwa_dcrb","asc_clw_dcrb","theta_part","theta_cmck","theta_msqd","theta_psdn","theta_part_crab","w_msqd","asc_no_participation","logLike"
1.674983,-0.168489,-2.247578,11.415522,-2.19218,5.78463,-0.0681795745575034,-0.000865450215178451,-0.00467926763829586,2.56969166223813,0.380068579610992,0.384333664787536,-1.80271196142251,-1.98620581383377,-1.97020355440248,3.84576098781963,0.090807855347259,-9.569094,-9.477997,-10.516949,-9.984531,-10.014414,-10.001498,-9.781821,-7.896198,-5.634865,-4.053051,-4.473406,-7.459976,-8.743552,-12.205574,-19.579248,-7.102633,-7.240661,1.064859,10.400237,5.558108,0.125401,10.456592,-3.71287266860165,0,-6076.96564963604
1.674983,-0.168489,-2.247578,11.415522,-2.19218,5.78463,-0.0681795745575034,-0.000865450215178451,-0.00467926763829586,2.56969166223813,0.380068579610992,0.384333664787536,-1.80271196142251,-1.98620581383377,-1.97020355440248,3.84576098781963,0.090807855347259,-9.569094,-9.477997,-10.516949,-9.984531,-10.014414,-10.001498,-9.781821,-7.896198,-5.634865,-4.053051,-4.473406,-7.459976,-8.743552,-12.205574,-19.579248,-7.102633,-7.240661,1.064859,10.400237,5.558108,0.125401,10.456592,-3.71287266860165,0,-6076.96564963604
1.67498388605135,-0.16848881377694,-2.24757799099866,11.4155219917836,-2.19217992422041,5.78462985729004,-0.0681096513004654,0.000338590970055292,-0.00440057430785891,2.56969690683447,0.380071038676686,0.384369187783347,-1.80271188528134,-1.98620580747341,-1.97020355691597,3.84576622286487,0.0908057716172953,-9.569094,-9.477997,-10.516949,-9.984531,-10.014414,-10.001498,-9.781821,-7.896198,-5.634865,-4.053051,-4.473406,-7.459976,-8.743552,-12.205574,-19.579248,-7.102633,-7.240661,1.06485958454775,10.400237,5.558108,0.125401,10.456592,-3.71287260297168,0,-5924.44408813142
1.67509168700533,-0.16848990237344,-2.24757723909054,11.4155189445338,-2.19216988440876,5.78459734723103,-0.0606565087368631,-0.000666958977953762,0.0274567101217901,2.57030955570512,0.380334093908998,0.388092171988154,-1.80275527629267,-1.98620723053759,-1.9702048154779,3.84639652149668,0.0903071178975125,-9.569094,-9.477997,-10.516949,-9.984531,-10.014414,-10.001498,-9.781821,-7.896198,-5.634865,-4.053051,-4.473406,-7.459976,-8.743552,-12.205574,-19.579248,-7.102633,-7.240661,1.06492951370803,10.400237,5.558108,0.125401,10.456592,-3.71286396481668,0,-5484.29791931668
1.67531877614993,-0.168471731767351,-2.24758591046169,11.4155037390573,-2.19212133697926,5.78451736831307,-0.047139556943975,-0.000779045539471215,0.0249747478290874,2.57179834823514,0.381010821203976,0.395088501726488,-1.80257713750356,-1.98620954834538,-1.97020548589258,3.8477726055434,0.0891391333721871,-9.569094,-9.477997,-10.516949,-9.984531,-10.014414,-10.001498,-9.781821,-7.896198,-5.634865,-4.053051,-4.473406,-7.459976,-8.743552,-12.205574,-19.579248,-7.102633,-7.240661,1.06511625887127,10.400237,5.558108,0.125401,10.456592,-3.7128606030976,0,-5409.3789973137
1.69305857262501,-0.17399031660964,-2.24914061124224,11.4142475800152,-2.18585835577929,5.76249153421883,-0.121009541870983,-0.000737722851509458,0.0135314456264079,2.63916569756222,0.40289327511959,0.643735198620487,-1.81535543996606,-1.9875201832004,-1.97049301979131,3.97239181124961,-0.219434047048162,-9.569094,-9.477997,-10.516949,-9.984531,-10.014414,-10.001498,-9.781821,-7.896198,-5.634865,-4.053051,-4.473406,-7.459976,-8.743552,-12.205574,-19.579248,-7.102633,-7.240661,1.07076859811967,10.400237,5.558108,0.125401,10.456592,-3.7141583868138,0,-5361.96086103161
1.70750784419533,-0.187025721760183,-2.25112306792909,11.4130111316402,-2.17921578012571,5.75565927609665,-0.0932780204048092,-0.000511849875757917,0.0123790644172162,2.66859451558796,0.406033917700175,0.573741819052551,-1.81113375024739,-1.99014907664151,-1.97040374533773,4.07242563627283,-0.309585264036244,-9.569094,-9.477997,-10.516949,-9.984531,-10.014414,-10.001498,-9.781821,-7.896198,-5.634865,-4.053051,-4.473406,-7.459976,-8.743552,-12.205574,-19.579248,-7.102633,-7.240661,1.06188884899825,10.400237,5.558108,0.125401,10.456592,-3.7169293918421,0,-5321.19237287251
1.78500133489714,-0.266042894964305,-2.26338267632404,11.4062632375938,-2.1340230011905,5.75867642327475,-0.122763840437329,-0.000446420924838095,0.0111820519409141,2.83484406449891,0.427311172627665,0.548077574328521,-1.69822167258702,-2.00656106199354,-1.96845427038906,4.67354571616517,-0.228259358707433,-9.569094,-9.477997,-10.516949,-9.984531,-10.014414,-10.001498,-9.781821,-7.896198,-5.634865,-4.053051,-4.473406,-7.459976,-8.743552,-12.205574,-19.579248,-7.102633,-7.240661,0.987837423017301,10.400237,5.558108,0.125401,10.456592,-3.73479829598323,0,-5212.59629539183
1.78895436928217,-0.275376500326442,-2.26376034750985,11.4137824415348,-2.11240861309542,5.75645646537829,-0.118731365131864,-0.000485845007050266,0.0101347631516724,2.69341088600972,0.356906655716801,0.559951417129677,-1.66179511061674,-2.01077874216262,-1.9670171707452,4.79507712131238,-0.230979161078126,-9.569094,-9.477997,-10.516949,-9.984531,-10.014414,-10.001498,-9.781821,-7.896198,-5.634865,-4.053051,-4.473406,-7.459976,-8.743552,-12.205574,-19.579248,-7.102633,-7.240661,0.964879303859637,10.400237,5.558108,0.125401,10.456592,-3.76157478848906,0,-5196.01747513559
1.71568301529401,-0.177110860910641,-2.26330001510741,11.4671279120876,-2.01089153476007,5.74229814290586,-0.10835659960251,-0.000645102721828883,0.00840266746262787,2.30983523337629,0.548746973681179,0.581389039399424,-1.49194572566554,-2.00894916592059,-1.95779875119596,5.01171915633832,-0.26636591108152,-9.569094,-9.477997,-10.516949,-9.984531,-10.014414,-10.001498,-9.781821,-7.896198,-5.634865,-4.053051,-4.473406,-7.459976,-8.743552,-12.205574,-19.579248,-7.102633,-7.240661,0.434683896834016,10.400237,5.558108,0.125401,10.456592,-3.91328682835319,0,-5177.22666905582
1.71437000829088,-0.170158474225755,-2.26170708915768,11.4774206508631,-2.00179818020209,5.7409161895688,-0.107592668569077,-0.000647435754990359,0.00818205380214966,2.31352189028869,0.514077827583419,0.583737595806588,-1.50353224229447,-2.00657943750631,-1.95619478590676,5.0159600236755,-0.266527245037978,-9.569094,-9.477997,-10.516949,-9.984531,-10.014414,-10.001498,-9.781821,-7.896198,-5.634865,-4.053051,-4.473406,-7.459976,-8.743552,-12.205574,-19.579248,-7.102633,-7.240661,0.379490900186738,10.400237,5.558108,0.125401,10.456592,-3.9231374044327,0,-5173.940122016
1.64011098467796,1.09733692904611,-1.8485773153366,13.2702462856061,-0.586661788642994,5.57378205590355,-0.10076101297454,-0.00076693718959936,0.00282061232976414,2.30112495990971,0.475885881922342,0.506646559671138,-2.68140300200212,-1.33730977103163,-1.68286623635648,5.44196684866752,-0.011417998020079,-9.569094,-9.477997,-10.516949,-9.984531,-10.014414,-10.001498,-9.781821,-7.896198,-5.634865,-4.053051,-4.473406,-7.459976,-8.743552,-12.205574,-19.579248,-7.102633,-7.240661,0.652241698782279,10.400237,5.558108,0.125401,10.456592,-4.27270793375211,0,-4966.01780720588
1.74799721161298,1.33539452461213,-1.74094169049911,13.6418559320051,-0.306972920853376,5.53407453780826,-0.0984119128507404,-0.000868941665704799,0.00491557829723908,2.44095682434182,0.297918592142201,0.47121145963911,-2.1719816723347,-1.26210232775885,-1.61142368675507,5.34139549431703,-0.0453119524851579,-9.569094,-9.477997,-10.516949,-9.984531,-10.014414,-10.001498,-9.781821,-7.896198,-5.634865,-4.053051,-4.473406,-7.459976,-8.743552,-12.205574,-19.579248,-7.102633,-7.240661,0.747512932782595,10.400237,5.558108,0.125401,10.456592,-4.29943369894445,0,-4898.09824826101
3.06567599289242,0.341128796809311,-1.61928758409844,13.4028060217982,-0.481943624543622,5.54075645076083,-0.0931740657287658,-0.000891021697492041,0.00394209514392281,2.26482788907916,0.459573153010092,0.485095712309397,-1.9743950162242,-1.83428643462964,-1.50719019477774,4.99623425117156,-0.0634000867607952,-9.569094,-9.477997,-10.516949,-9.984531,-10.014414,-10.001498,-9.781821,-7.896198,-5.634865,-4.053051,-4.473406,-7.459976,-8.743552,-12.205574,-19.579248,-7.102633,-7.240661,0.585928137628092,10.400237,5.558108,0.125401,10.456592,-3.98173633821951,0,-4831.04687527946
0.58393513145454,-1.58814154363276,-1.11681326121573,10.3592466174445,-0.674115975019016,5.91806517386224,-0.0693541807054254,-0.000751355431592973,0.00271038283884778,2.29087196442373,0.418499074149183,0.495153706897375,-1.79628756929377,-2.82762266893666,-1.4215613595842,4.91370237848357,-0.137568658046866,-9.569094,-9.477997,-10.516949,-9.984531,-10.014414,-10.001498,-9.781821,-7.896198,-5.634865,-4.053051,-4.473406,-7.459976,-8.743552,-12.205574,-19.579248,-7.102633,-7.240661,0.522983434916295,10.400237,5.558108,0.125401,10.456592,-2.8465962596023,0,-4830.99434934774
0.488657840610788,-1.65594551841631,-1.1010763781668,9.86196416092128,-0.753904027264262,6.00729102489401,-0.070518746908671,-0.000737374123224962,0.00303708670741704,2.36037415873013,0.405064853793394,0.490559425652714,-1.79285681336778,-2.83112472864061,-1.42086799315188,4.87906609477904,-0.135933233827659,-9.569094,-9.477997,-10.516949,-9.984531,-10.014414,-10.001498,-9.781821,-7.896198,-5.634865,-4.053051,-4.473406,-7.459976,-8.743552,-12.205574,-19.579248,-7.102633,-7.240661,0.61190467400389,10.400237,5.558108,0.125401,10.456592,-3.38048837667528,0,-4821.48180367937
1.36088366442474,-0.292464425519347,-1.51568198899003,8.63468920686091,-0.937909510550665,6.37358069822545,-0.071341900724759,-0.000889298819729853,0.00296924116183307,2.35677292655757,0.292157161760389,0.467346278310411,-1.82218301491777,-1.88415116692804,-1.46092432573131,4.95968692794036,-0.106515419361115,-9.569094,-9.477997,-10.516949,-9.984531,-10.014414,-10.001498,-9.781821,-7.896198,-5.634865,-4.053051,-4.473406,-7.459976,-8.743552,-12.205574,-19.579248,-7.102633,-7.240661,0.654795766801517,10.400237,5.558108,0.125401,10.456592,-3.29318577497823,0,-4792.93859257866
1.56575453936933,-0.558213884624779,-1.73153486613747,9.79445059940168,-0.855532743501489,6.57614478176133,-0.0720784260267363,-0.000886294688591716,0.00248017315364227,2.43136021666297,0.330251141741402,0.469487499815658,-1.78178170084147,-1.5022069439432,-1.51935211883432,4.90151789542803,-0.111287703341808,-9.569094,-9.477997,-10.516949,-9.984531,-10.014414,-10.001498,-9.781821,-7.896198,-5.634865,-4.053051,-4.473406,-7.459976,-8.743552,-12.205574,-19.579248,-7.102633,-7.240661,0.682402081204934,10.400237,5.558108,0.125401,10.456592,-3.44623645486328,0,-4765.73530167421
1.78151823596495,0.13505757119579,-2.01023581221386,11.5069650629311,-0.82590112625551,6.38334210452383,-0.0743657918670806,-0.000935534043507921,0.00170609890299835,2.58416324530802,0.313518102750839,0.454947929199551,-1.86962638273929,-3.17180757194525,-1.58092315246304,4.9348384539008,-0.0622461414128631,-9.569094,-9.477997,-10.516949,-9.984531,-10.014414,-10.001498,-9.781821,-7.896198,-5.634865,-4.053051,-4.473406,-7.459976,-8.743552,-12.205574,-19.579248,-7.102633,-7.240661,0.825482944906053,10.400237,5.558108,0.125401,10.456592,-3.6571432244084,0,-4751.05308116161
1.91475761155392,-0.322280976951985,-1.68345154449904,12.6234215309128,-1.73693169265537,4.60858755067534,-0.0640582206253494,-0.000942748711781335,-0.00129032946041342,2.61198566064862,0.38024430099404,0.451778468091486,-1.80645380416384,-1.77255256028421,-1.53581829127322,4.95361162912601,0.0238506265397017,-9.569094,-9.477997,-10.516949,-9.984531,-10.014414,-10.001498,-9.781821,-7.896198,-5.634865,-4.053051,-4.473406,-7.459976,-8.743552,-12.205574,-19.579248,-7.102633,-7.240661,0.810845250546601,10.400237,5.558108,0.125401,10.456592,-3.89174234707551,0,-4739.47404269937
2.0783094847548,-0.252461636088905,-1.48477796406472,11.0874510404535,-1.19301362798026,5.66522181605626,-0.0658541383351449,-0.000883088800843107,-0.00240733541206941,2.70484626863513,0.382208019493834,0.445427175606073,-1.88343144472204,-1.66429041168334,-1.67549624409315,4.92159611985424,-0.0326683539708052,-9.569094,-9.477997,-10.516949,-9.984531,-10.014414,-10.001498,-9.781821,-7.896198,-5.634865,-4.053051,-4.473406,-7.459976,-8.743552,-12.205574,-19.579248,-7.102633,-7.240661,0.899995965393109,10.400237,5.558108,0.125401,10.456592,-3.95719863417885,0,-4732.01036585435
1.67638149963333,-0.173092257016684,-2.44274936861705,11.2823866527049,-1.97768488669466,6.13796043006014,-0.0675926473578944,-0.000891803302246468,-0.00311700555040255,2.74217449284907,0.367164247078085,0.447801671401785,-1.94670427794491,-2.08609387225323,-1.60199199271461,4.99956069483638,-0.0555092928539978,-9.569094,-9.477997,-10.516949,-9.984531,-10.014414,-10.001498,-9.781821,-7.896198,-5.634865,-4.053051,-4.473406,-7.459976,-8.743552,-12.205574,-19.579248,-7.102633,-7.240661,0.972691749426403,10.400237,5.558108,0.125401,10.456592,-3.96618490943924,0,-4729.54066422639
1.69301883131256,-0.168029954376798,-2.24772464491876,11.4097375247986,-2.05365573255384,5.67061958248086,-0.0683669019225155,-0.000900407666844587,-0.00394830055502841,2.7707034967397,0.374878619370971,0.448899598280408,-1.97852680565994,-2.05842408487437,-1.49845398000575,5.02403123213711,-0.0265195342459889,-9.569094,-9.477997,-10.516949,-9.984531,-10.014414,-10.001498,-9.781821,-7.896198,-5.634865,-4.053051,-4.473406,-7.459976,-8.743552,-12.205574,-19.579248,-7.102633,-7.240661,1.00566301381775,10.400237,5.558108,0.125401,10.456592,-3.98233253511277,0,-4728.35177653313
1.68777347823039,-0.187047354598765,-2.14490402613277,11.5076595136915,-2.18758935899136,5.88721025816606,-0.0679123689767231,-0.000900888988253596,-0.00489135781406936,2.78687977495003,0.38160129745874,0.449452211966452,-1.99764572796536,-1.96490558768708,-1.50830279746511,5.04835450847006,-0.044997346180041,-9.569094,-9.477997,-10.516949,-9.984531,-10.014414,-10.001498,-9.781821,-7.896198,-5.634865,-4.053051,-4.473406,-7.459976,-8.743552,-12.205574,-19.579248,-7.102633,-7.240661,1.03199583860619,10.400237,5.558108,0.125401,10.456592,-3.9772365791392,0,-4728.06868254322
1.67032879895437,-0.163734426686819,-2.20496647082744,11.4410156748249,-2.22737629896265,5.73718019720808,-0.0683445411031296,-0.000908580596244897,-0.00493628969118195,2.79800923681463,0.380164157880557,0.44892980917308,-2.0113304974747,-1.99336792280844,-1.48739201136853,5.05272018498851,-0.0308157688099426,-9.569094,-9.477997,-10.516949,-9.984531,-10.014414,-10.001498,-9.781821,-7.896198,-5.634865,-4.053051,-4.473406,-7.459976,-8.743552,-12.205574,-19.579248,-7.102633,-7.240661,1.05149691620927,10.400237,5.558108,0.125401,10.456592,-3.97285823931127,0,-4727.99147109691
1.67487520849311,-0.162622235741395,-2.2278814462249,11.4172786655043,-2.19731387681825,5.77492828166798,-0.0683227863291287,-0.00090816281094202,-0.00490374725212626,2.80069741140648,0.380285861225667,0.448535982660724,-2.01225090526308,-2.01636335508646,-1.4955488034616,5.04868042067758,-0.034167760038857,-9.569094,-9.477997,-10.516949,-9.984531,-10.014414,-10.001498,-9.781821,-7.896198,-5.634865,-4.053051,-4.473406,-7.459976,-8.743552,-12.205574,-19.579248,-7.102633,-7.240661,1.05817997926425,10.400237,5.558108,0.125401,10.456592,-3.96716507442207,0,-4727.98081944444
1.67347991556677,-0.166869365486085,-2.24501892185085,11.4111801463872,-2.19847708784341,5.78788804923189,-0.0683250316142071,-0.000908956377229305,-0.00490053619500351,2.80204011004762,0.380516706425248,0.448456803993198,-2.01148736513521,-2.0095630275043,-1.49717535685466,5.04767303510723,-0.0350184332359219,-9.569094,-9.477997,-10.516949,-9.984531,-10.014414,-10.001498,-9.781821,-7.896198,-5.634865,-4.053051,-4.473406,-7.459976,-8.743552,-12.205574,-19.579248,-7.102633,-7.240661,1.06255854804204,10.400237,5.558108,0.125401,10.456592,-3.96373896806471,0,-4727.97826523295
1.67480423949739,-0.168257784229435,-2.24516256148547,11.4143549808098,-2.19459158689038,5.78689335507071,-0.0683382077716677,-0.000909159440060402,-0.00489461972312058,2.80253853630047,0.380705628925005,0.448405948571857,-2.01089792851738,-2.00876663254618,-1.49649209861881,5.04708975972955,-0.0349737105041516,-9.569094,-9.477997,-10.516949,-9.984531,-10.014414,-10.001498,-9.781821,-7.896198,-5.634865,-4.053051,-4.473406,-7.459976,-8.743552,-12.205574,-19.579248,-7.102633,-7.240661,1.06412507808327,10.400237,5.558108,0.125401,10.456592,-3.96312515276504,0,-4727.97794570269
1.67487114929429,-0.168389846689443,-2.24622545036204,11.4158337091391,-2.1938250598722,5.78493153162064,-0.0683340662433414,-0.000909134198046636,-0.00488958551467585,2.80262435053359,0.380718060993846,0.448376190294388,-2.01065403543084,-2.00811121294392,-1.49626204393441,5.04685197556972,-0.0348955693531976,-9.569094,-9.477997,-10.516949,-9.984531,-10.014414,-10.001498,-9.781821,-7.896198,-5.634865,-4.053051,-4.473406,-7.459976,-8.743552,-12.205574,-19.579248,-7.102633,-7.240661,1.06458115917002,10.400237,5.558108,0.125401,10.456592,-3.96345985057876,0,-4727.97790328419
